CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,TFI,Churn_Probability
3372042,0,134.08,1200.0,70.0,0.25,206.0,0.0,663.0,243.9,6.0,0.0,0.0,0.3,0.7,276.0,10.7,0.0,102.0,89.7,6.0,0.0,4.3,8,1,1,NYCSUF516,1.0,1.0,230.0,34.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,No,0,0,No,No,0,1,No,0,Unknown,No,5-Low,Suburban,Clerical,No,1.9483181547507185,0.15951142
3014314,0,17.7,50.0,17.0,0.0,0.0,1.2,52.0,1.9,0.3,1.0,3.7,0.0,0.0,0.0,0.7,0.0,7.3,16.0,1.3,0.0,0.0,35,2,2,MINSTP612,1.0,1.0,1072.0,52.0,18.0,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,1-Highest,Suburban,Self,Unknown,0.4682686801226315,0.20154588
3035202,0,68.51,514.0,60.0,0.25,0.0,0.2,-514.0,21.4,15.0,1.3,36.7,0.0,0.3,108.4,31.0,4.0,66.3,106.7,16.3,0.0,0.0,30,1,1,BOSBOS978,3.0,2.0,499.0,30.0,30.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,1,1,No,No,0,6,No,0,60,Yes,1-Highest,Suburban,Professional,Yes,5.770879739158141,0.2405612
3083294,0,21.07,33.0,15.0,0.0,19.0,0.0,-28.0,-6.1,0.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.7,0.0,0.0,26,3,2,APCBAL410,1.0,1.0,778.0,54.0,24.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,6-VeryLow,Suburban,Professional,No,0.45669417722369865,0.24744292
3124494,0,50.8,327.0,32.0,4.21,28.0,7.0,-79.0,-17.3,2.7,4.3,18.7,0.3,0.3,80.8,32.7,16.7,108.0,41.7,7.0,0.0,0.0,21,3,3,MINMIN612,2.0,1.0,288.0,50.0,48.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,130,No,2-High,Suburban,Other,Yes,1.9276581836030795,0.33369926
3365206,0,10.88,329.0,10.0,0.5,0.0,0.4,-57.0,-0.9,7.0,0.7,54.7,0.0,2.0,86.3,11.0,3.0,126.7,30.3,7.7,0.0,0.0,11,2,2,AIRCHA843,1.0,1.0,311.0,42.0,40.0,Yes,No,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Professional,Unknown,2.9182351899060146,0.14165677
3210154,1,27.25,194.0,10.0,0.0,0.0,17.2,346.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,3.0,0.3,0.0,0.0,0.0,18,3,3,OHIWAR330,2.0,2.0,536.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,30,No,3-Good,Other,Other,Unknown,0.0,0.40373808
3366998,0,112.99,1285.0,82.0,1.49,80.0,4.8,23.0,23.7,12.0,16.3,83.0,22.0,0.3,131.2,52.3,5.0,151.3,190.3,28.3,0.0,0.3,7,1,1,NOLKEN504,1.0,1.0,199.0,42.0,0.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,Unknown,No,5-Low,Suburban,Other,No,6.480610977294585,0.20421837
3121022,0,30.03,13.0,30.0,0.0,0.0,0.0,-10.0,0.0,0.7,0.0,0.3,0.3,0.0,3.6,1.7,0.0,3.7,4.0,0.7,0.0,0.0,23,1,1,NYCBRO917,1.0,1.0,680.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,7-Lowest,Other,Other,Unknown,0.6091092571394705,0.27553067
3062282,0,131.99,936.0,73.0,5.45,180.0,0.0,-754.0,-57.0,18.0,29.0,77.7,16.7,0.0,218.3,49.0,1.7,265.3,188.7,47.0,0.0,7.0,24,1,1,ATLROS678,3.0,1.0,173.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,4-Medium,Suburban,Other,Unknown,10.936184731796125,0.37892073
3378646,0,10.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,2,HOUHOU281,1.0,1.0,263.0,72.0,68.0,No,No,Yes,Yes,No,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,Yes,0.0,0.7085574
3017674,0,29.99,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.7,0.0,0.0,36,1,1,BOSBOS617,2.0,1.0,435.0,26.0,72.0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,1,0,Yes,No,0,2,No,0,30,Yes,1-Highest,Other,Student,No,0.8913452269267254,0.34196597
3283122,0,29.99,141.0,40.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1,MIAWPB561,1.0,1.0,315.0,30.0,30.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Suburban,Other,Yes,0.0,0.21993782
3072426,0,36.31,232.0,30.0,1.24,14.0,0.0,128.0,15.0,0.3,1.7,12.3,2.7,0.0,1.9,3.7,0.0,73.0,24.7,2.0,0.0,0.0,27,1,1,SANSAN210,2.0,1.0,807.0,44.0,44.0,Yes,No,No,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,5,No,0,30,No,3-Good,Suburban,Professional,Yes,0.485735782994037,0.32172197
3012698,0,39.52,356.0,30.0,1.24,22.0,0.5,-8.0,0.2,7.3,8.3,23.0,2.7,0.0,60.1,13.3,0.7,80.7,40.7,15.7,0.0,0.7,38,1,1,DENDEN303,3.0,2.0,448.0,30.0,28.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Suburban,Other,Yes,4.485288908186201,0.3832718
3358746,1,71.09,781.0,84.0,0.0,6.0,0.0,-186.0,-17.1,6.0,10.7,94.3,3.0,1.7,277.1,47.3,38.0,177.3,173.3,16.7,0.0,2.0,11,1,1,NCRRAL919,1.0,1.0,326.0,48.0,0.0,No,No,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,No,No,1,5,No,0,Unknown,No,4-Medium,Other,Other,No,3.9229073891296,0.22948584
3047258,0,61.97,167.0,80.0,1.98,0.0,0.0,17.0,-1.0,7.3,0.3,10.3,1.3,0.0,16.0,9.7,1.0,56.3,26.3,7.7,0.0,0.0,31,2,2,PHIARD610,3.0,2.0,614.0,30.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,30,No,4-Medium,Suburban,Other,No,3.3474604951410387,0.46828687
3381270,0,45.58,207.0,35.0,5.69,12.0,0.0,-84.0,-7.6,3.0,0.0,7.3,0.0,0.0,9.4,4.0,0.0,55.0,8.0,3.0,0.0,0.3,9,1,1,LAXANA714,2.0,1.0,138.0,40.0,36.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,100,No,2-High,Suburban,Professional,Yes,1.2940672605288592,0.24167734
3083606,0,62.49,881.0,85.0,0.0,0.0,0.0,-114.0,12.5,7.0,3.3,12.0,0.0,0.0,273.5,30.7,1.3,119.0,79.0,10.3,0.0,1.7,28,1,1,DALDTN940,2.0,1.0,793.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,2-High,Other,Other,Unknown,2.9366653072559177,0.21656907
3062134,0,76.97,1736.0,85.0,1.98,0.0,0.0,42.0,-2.0,20.0,1.0,65.3,5.3,0.0,486.0,62.7,15.0,411.7,277.7,21.0,0.0,3.3,30,1,1,LAXLAX213,3.0,3.0,412.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,60,No,7-Lowest,Other,Other,Unknown,6.327502608050267,0.112013064
3390126,0,57.59,348.0,50.0,0.0,44.0,0.0,-149.0,-17.6,7.3,0.3,10.3,0.0,0.0,33.6,8.3,1.7,49.0,16.7,7.7,0.0,0.0,7,1,1,APCFCH703,1.0,1.0,184.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,5-Low,Other,Other,Unknown,2.929668472806911,0.35919598
3077438,1,84.7,1028.0,60.0,0.0,77.0,0.2,-8.0,-27.5,9.3,0.0,34.0,0.0,0.0,222.5,54.7,17.3,126.0,95.3,9.3,0.0,3.0,23,2,1,SFROAK510,2.0,2.0,98.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,1-Highest,Other,Other,Unknown,3.0871804029036443,0.15399748
3379030,0,39.04,224.0,45.0,0.25,10.0,0.0,113.0,11.2,14.0,0.3,45.3,1.0,0.0,22.2,13.7,10.3,36.0,30.0,14.3,0.0,1.0,9,1,1,LAXALA562,1.0,1.0,260.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Other,Other,Unknown,6.015196141123241,0.49317285
3326358,1,42.51,212.0,50.0,0.25,14.0,6.7,-45.0,-12.5,4.0,0.0,41.0,2.3,0.0,22.2,10.7,0.0,75.7,26.7,4.0,0.0,0.0,11,1,1,BOSPTL207,1.0,1.0,313.0,46.0,44.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,Unknown,No,3-Good,Town,Professional,Yes,1.7177825430696672,0.2816103
3045258,0,58.86,125.0,30.0,0.0,0.0,0.0,98.0,36.0,1.0,0.0,18.7,0.0,0.0,0.3,1.7,0.3,5.0,13.7,1.0,0.0,0.0,32,2,2,PHXPHX602,1.0,1.0,943.0,50.0,50.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,7,No,0,Unknown,No,3-Good,Other,Professional,Yes,0.4760283802366128,0.23624963
3359242,0,74.29,1020.0,70.0,0.0,61.0,0.0,-177.0,-3.9,3.3,5.3,47.3,1.3,0.0,194.3,40.0,26.7,133.3,101.3,8.7,0.0,0.3,7,1,1,OHICOL614,1.0,1.0,218.0,36.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,1,No,0,Unknown,No,7-Lowest,Other,Other,No,1.9773562624272985,0.36182922
3383502,0,39.09,124.0,45.0,0.0,0.0,0.0,6.0,-0.1,5.7,0.7,18.7,0.0,0.0,0.3,6.7,0.0,20.7,9.3,6.3,0.0,0.0,8,1,1,NYCBRO917,1.0,1.0,234.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,7-Lowest,Other,Other,Unknown,2.884719949258109,0.2987419
3366866,0,41.4,936.0,38.0,0.5,8.0,0.0,-280.0,-3.4,2.0,2.7,72.0,2.0,0.0,302.5,29.0,4.3,179.0,245.3,4.7,0.0,7.7,7,1,1,ATLMEM901,1.0,1.0,200.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,3-Good,Suburban,Other,Unknown,1.1272682723543699,0.31145975
3379062,1,144.78,2663.0,85.0,8.66,96.0,0.0,-194.0,-57.9,33.7,29.7,233.3,12.0,0.0,663.1,448.7,155.7,536.3,560.7,63.3,0.0,25.3,9,1,1,HOUHOU281,1.0,1.0,260.0,20.0,0.0,Yes,No,Yes,Yes,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,7,No,0,Unknown,No,5-Low,Suburban,Other,Unknown,14.172904378602842,0.09144858
3096374,0,156.94,1357.0,45.0,0.0,297.0,0.0,155.0,6.1,21.3,0.7,73.7,0.0,0.0,316.7,31.3,2.7,231.3,280.3,22.0,0.0,1.7,27,1,1,APCWAS202,4.0,4.0,287.0,24.0,0.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,1,No,0,30,No,3-Good,Other,Other,No,6.910460148206326,0.40403026
3218054,1,4.59,0.0,5.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,HOUHOU281,1.0,1.0,415.0,0.0,0.0,No,Yes,No,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,Yes,0,0,No,0,Unknown,No,7-Lowest,Other,Other,Unknown,0.0,0.5560957
3065066,0,44.88,502.0,45.0,0.0,28.0,0.0,-225.0,-9.9,2.3,9.7,17.7,0.0,1.0,115.7,64.0,8.7,98.0,77.0,12.0,0.0,2.7,30,1,1,CHILAG630,1.0,1.0,894.0,30.0,20.0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,1,4,No,0,Unknown,No,1-Highest,Other,Other,Yes,2.6465265945191234,0.20614502
3236762,1,30.27,120.0,40.0,0.0,0.0,0.0,-114.0,-0.3,2.0,1.7,8.0,0.0,0.3,28.8,2.3,0.3,63.7,17.7,3.7,0.0,0.3,11,1,1,MIANDA305,1.0,1.0,324.0,46.0,36.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,Yes,1.3681242411290435,0.30607432
3313678,0,40.68,286.0,45.0,0.0,16.0,0.0,91.0,12.1,5.7,0.7,16.3,0.7,0.0,35.9,5.3,0.3,77.0,24.7,6.3,0.0,0.3,9,1,1,BOSBOS978,1.0,1.0,277.0,42.0,42.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Suburban,Other,Unknown,2.461317454324246,0.29938143
3230306,1,50.44,325.0,60.0,0.0,0.0,0.0,-48.0,-0.4,5.7,2.7,21.0,0.0,0.3,45.6,59.7,15.7,54.0,97.3,8.3,0.0,0.7,11,1,1,DENBOU303,1.0,1.0,332.0,50.0,46.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,1,9,No,0,Unknown,No,5-Low,Suburban,Other,Yes,2.8050202953560306,0.3156312
3318322,1,81.29,1357.0,85.0,0.0,16.0,0.0,75.0,8.1,5.7,22.0,28.0,0.0,0.7,437.4,100.7,17.3,311.0,178.7,27.7,0.0,5.3,11,2,2,HWIHON808,2.0,2.0,173.0,48.0,42.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,9,No,0,150,No,2-High,Suburban,Professional,Yes,5.330470414551761,0.31710133
3199078,1,10.0,262.0,10.0,0.0,0.0,0.0,-48.0,0.0,5.0,1.3,5.0,0.0,0.0,0.4,7.0,0.7,41.7,8.7,6.3,0.0,0.0,15,2,2,PITGIB412,2.0,2.0,406.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,1-Highest,Suburban,Other,Unknown,2.334594160646609,0.12843528
3027058,0,31.11,58.0,30.0,0.0,0.0,1.1,-10.0,0.2,0.3,0.3,8.3,0.0,0.0,2.6,0.0,0.0,13.0,5.7,0.7,0.0,0.0,33,1,1,OKCOKC405,1.0,1.0,1003.0,60.0,56.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,1-Highest,Other,Other,No,0.254009471649773,0.34445003
3249202,1,50.12,510.0,40.0,0.0,0.0,0.0,-67.0,-2.5,3.0,1.3,31.3,0.0,0.0,138.5,7.7,2.0,62.0,39.3,4.3,0.0,0.3,12,3,3,NEVLVS702,3.0,3.0,194.0,30.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,200,No,2-High,Suburban,Other,Unknown,1.347606451831929,0.23480637
3378322,0,19.99,8.0,20.0,0.0,0.0,0.0,-6.0,0.0,0.7,8.7,12.7,0.7,0.3,0.0,0.0,0.0,6.3,0.7,9.3,0.0,0.0,9,1,1,CHIDAV319,1.0,1.0,264.0,84.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,Unknown,No,2-High,Suburban,Retired,Yes,5.265674704381504,0.3315383
3163222,0,102.61,376.0,60.0,0.0,210.0,0.0,554.0,105.9,3.0,6.3,5.3,0.0,0.0,33.5,11.3,7.0,26.7,25.7,9.3,0.0,0.3,18,2,2,PHIJEN215,1.0,1.0,541.0,50.0,28.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,Unknown,No,2-High,Suburban,Other,Unknown,2.3869993235468194,0.33491403
3199958,1,10.09,64.0,10.0,0.0,0.0,0.0,-58.0,-0.1,1.0,0.7,3.3,0.0,0.0,4.3,1.0,0.0,8.7,11.7,1.7,0.0,0.0,13,2,2,SEASEA206,1.0,1.0,392.0,0.0,0.0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,Unknown,No,2-High,Other,Other,Unknown,0.7443836302374424,0.35927436
3240598,1,59.99,21.0,70.0,0.0,0.0,0.0,-9.0,0.0,0.7,0.3,0.7,0.0,0.0,0.4,1.0,0.0,1.3,4.0,1.0,0.0,0.0,15,2,2,OHIDAY937,1.0,1.0,428.0,46.0,44.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Other,Professional,Yes,0.6322559394588506,0.34210345
3059374,0,33.98,90.0,41.0,0.0,0.0,0.0,-88.0,16.0,4.3,1.0,22.7,0.7,0.0,0.7,0.3,0.0,11.0,6.3,5.3,0.0,0.3,27,1,1,PHIPHI215,3.0,2.0,214.0,32.0,24.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,60,No,3-Good,Other,Other,No,2.4495815177885127,0.33339405
3155226,0,60.83,126.0,70.0,0.0,0.0,0.8,-3.0,-0.8,0.0,7.7,15.0,0.0,0.0,37.0,8.3,2.3,37.3,17.7,7.7,0.0,0.0,22,2,2,NCRGRE336,2.0,2.0,629.0,50.0,50.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,10,No,2-High,Town,Professional,Yes,1.8297213322463932,0.24092922
3131278,0,39.04,406.0,36.0,0.0,0.0,3.0,522.0,-2.3,1.7,3.7,10.7,0.0,0.0,100.7,20.0,8.7,36.7,71.7,5.3,0.0,2.7,25,2,2,STLSTL314,1.0,1.0,732.0,42.0,40.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,9,No,0,Unknown,No,2-High,Other,Professional,No,1.3603090395153994,0.18249
3234886,0,50.48,1006.0,60.0,0.5,0.0,0.0,-118.0,-0.5,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,17,3,2,FLNORL407,2.0,2.0,166.0,40.0,0.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,4-Medium,Town,Self,No,1.0489256917164138,0.19655547
3114182,0,208.76,4012.0,160.0,2.97,354.0,1.3,-574.0,-58.8,28.0,14.7,89.3,0.0,0.0,1357.4,280.3,140.0,648.7,314.0,42.7,0.0,34.3,19,1,1,DALFTW817,2.0,2.0,579.0,34.0,36.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,10,No,1-Highest,Suburban,Other,Yes,9.809961531255864,0.035191927
3056470,0,55.35,275.0,30.0,0.0,61.0,0.7,-26.0,-2.2,3.0,0.0,20.7,0.0,0.0,91.9,14.3,0.0,69.7,43.3,3.0,0.0,1.0,31,1,1,SFROAK925,3.0,3.0,227.0,42.0,40.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,6,No,0,60,No,3-Good,Other,Crafts,Yes,1.2289710725773528,0.3521724
3015094,0,37.91,412.0,32.0,1.98,14.0,0.0,-40.0,-3.4,9.7,1.0,37.7,0.0,0.3,46.9,40.7,12.3,139.0,55.3,10.7,0.0,0.0,39,3,3,NYCQUE917,5.0,5.0,117.0,36.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,4,No,0,150,No,1-Highest,Other,Other,No,3.899000303810979,0.29443133
3042002,0,31.14,150.0,30.0,0.25,0.0,0.0,-28.0,1.5,6.0,1.0,17.3,0.0,0.0,10.6,21.3,3.0,60.3,29.0,7.0,0.0,0.3,28,1,1,NYCBRO917,1.0,1.0,857.0,34.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,Unknown,No,6-VeryLow,Other,Other,Unknown,2.9826577298737633,0.22597569
3388998,0,56.63,250.0,5.0,0.99,38.0,0.0,-250.0,93.4,10.0,0.0,0.0,5.3,0.0,96.9,9.3,0.0,113.3,87.3,10.0,0.0,4.0,7,1,1,NYCSUF516,3.0,2.0,178.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,5-Low,Rural,Other,Unknown,4.166932807427285,0.46792567
3030290,0,239.74,2308.0,102.0,0.99,575.0,7.7,613.0,144.2,30.0,1.7,84.7,0.3,0.7,804.9,150.0,45.0,526.0,245.3,31.7,0.0,1.7,31,2,2,NYCNEW201,6.0,3.0,52.0,42.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,150,No,1-Highest,Other,Other,No,9.172149601770096,0.32566145
3283302,1,14.28,252.0,10.0,0.0,14.0,0.0,-50.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,2,NMXLUB806,1.0,1.0,361.0,54.0,60.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,4,No,0,Unknown,No,2-High,Other,Other,Yes,0.0,0.24219996
3091614,1,50.48,676.0,60.0,0.5,0.0,0.0,-79.0,0.5,7.0,0.0,25.3,1.3,0.3,86.6,24.0,6.7,98.0,99.0,7.0,0.0,0.7,23,1,1,BOSPRO401,2.0,1.0,702.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,1,0,No,0,150,No,2-High,Other,Other,Unknown,2.472927787498335,0.20418656
3310618,0,66.71,641.0,45.0,1.98,78.0,2.4,-118.0,-18.4,20.7,5.0,33.3,0.3,0.7,62.8,21.3,0.7,60.0,69.0,25.7,0.0,0.0,11,1,1,MIAFTL954,1.0,1.0,326.0,26.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Suburban,Other,No,8.263277510236172,0.3222863
3272102,1,66.84,468.0,45.0,4.46,30.0,0.0,-404.0,-20.9,4.3,3.3,59.0,3.7,0.0,118.0,9.7,10.3,119.0,107.3,7.7,0.0,1.0,9,1,1,FLNJAC904,2.0,2.0,114.0,36.0,38.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,130,No,5-Low,Town,Professional,Yes,2.227408750404662,0.27969795
3147194,1,51.99,348.0,32.0,0.0,80.0,0.0,216.0,35.4,0.7,8.0,22.3,0.0,0.0,57.5,35.3,20.0,92.7,42.7,8.7,0.0,0.7,21,2,2,HOUBMT409,1.0,1.0,629.0,30.0,44.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,Unknown,No,3-Good,Rural,Other,Unknown,1.8482472244553667,0.42262587
3199010,1,39.04,628.0,45.0,0.5,9.0,0.0,-72.0,2.2,10.0,20.7,25.7,3.3,0.3,66.6,19.7,1.3,122.0,120.3,30.7,0.0,1.3,13,3,1,LAXBUR818,4.0,2.0,200.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,1,100,No,1-Highest,Other,Other,Unknown,7.2711819292666275,0.28394446
3381518,0,38.71,144.0,6.0,0.0,0.0,0.0,-144.0,111.3,1.3,5.3,45.3,9.0,0.0,93.7,13.0,0.7,97.7,60.7,6.7,0.0,0.7,9,1,1,OKCOKC405,1.0,1.0,248.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Suburban,Other,Unknown,1.8272931244060076,0.23899555
3161374,0,109.72,632.0,40.0,0.0,206.0,0.0,210.0,11.1,4.0,2.0,11.0,0.0,0.0,398.9,37.7,28.7,224.3,103.3,6.0,0.0,4.7,18,1,1,HOUHOU281,1.0,1.0,545.0,40.0,66.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,3,No,0,Unknown,No,3-Good,Other,Other,Unknown,1.7847758037326322,0.3689461
3081242,0,124.52,1299.0,53.0,4.95,258.0,0.0,-251.0,-66.8,33.3,0.7,147.7,7.0,0.0,416.2,31.0,1.0,372.3,101.7,34.0,0.0,3.0,28,1,1,NEVCHU619,3.0,2.0,23.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,1,80,No,4-Medium,Other,Other,Unknown,10.806117903872899,0.45928958
3344390,0,86.23,717.0,42.0,0.0,147.0,0.0,671.0,71.8,1.3,13.3,44.7,1.3,0.7,87.1,20.7,9.3,51.0,68.3,15.3,0.0,1.7,12,1,1,OHICOL614,4.0,2.0,59.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,5-Low,Other,Other,Unknown,2.783433217368633,0.36129
3201406,1,42.99,344.0,31.0,0.99,13.0,0.0,-249.0,15.0,2.3,2.3,18.7,1.0,0.0,61.2,11.3,6.3,88.7,33.7,4.7,0.0,0.3,15,1,1,DALFTW817,1.0,1.0,451.0,44.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,Unknown,No,2-High,Town,Professional,Yes,1.3593675415888964,0.2278662
